日期,时间,纬度,经度,深度,震级,位置,Year
2008-05-29,12:48:43,32.6,105.5,33,4.6,四川青川县,2008
2008-05-28,01:35:11,32.7,105.4,33,4.7,四川青川县,2008
2008-05-27,21:59:36,32.5,105.2,33,4.7,四川青川县,2008
2008-05-27,16:37:53,32.8,105.6,33,5.7,陕西宁强县,2008
2008-05-27,16:03:24,32.7,105.6,33,5.4,四川青川县,2008
2008-05-25,16:21:47,32.6,105.4,33,6.4,四川青川县,2008
2008-05-24,01:53:34,32.5,105.2,33,4.1,四川青川县,2008
2008-05-24,00:10:24,32.2,105,33,4,四川江油市,2008
2008-05-22,19:22:27,32.6,105.4,33,4,四川青川县,2008
2008-05-21,23:29:52,32.4,105.1,33,4.3,四川青川县,2008
2008-05-21,17:33:13,32.3,105.2,33,4.5,四川青川县,2008
2008-05-20,11:42:28,32.5,105.4,33,4,四川青川县,2008
2008-05-20,01:52:36,32.3,104.9,33,5,四川平武县,2008
2008-05-19,18:08:34,42.4,132.1,540,6.2,东俄罗斯东海岸近海,2008
2008-05-19,14:06:54,32.5,105.3,33,5.4,四川青川县,2008
2008-05-19,12:08:59,32.1,105,33,4.8,四川江油市,2008
2008-05-18,01:08:23,32.1,105,33,6,四川江油市,2008
2008-05-17,06:33:11,32.2,105.1,33,4.2,四川江油市,2008
2008-05-17,04:16:52,31.3,103.5,33,5,四川汶川县,2008
2008-05-17,04:00:13,32.6,105.4,33,4.1,四川青川县,2008
2008-05-17,00:14:46,31.2,103.5,33,5.1,四川汶川县,2008
2008-05-16,18:20:49,32.5,105.1,33,4,四川青川县,2008
2008-05-16,14:34:39,32.4,105.2,33,4.3,四川青川县,2008
2008-05-16,13:25:49,31.4,103.2,33,5.9,四川理县,2008
2008-05-16,11:10:00,32.5,105.1,33,4,四川青川县,2008
2008-05-15,21:04:08,32.6,105.6,33,4.4,四川广元市,2008
2008-05-15,05:01:08,31.6,104.2,33,5,四川安县,2008
2008-05-14,21:29:45,32.3,105.1,33,4.5,四川江油市,2008
2008-05-14,18:00:33,32.4,105.1,33,4.8,四川青川县,2008
2008-05-14,17:26:44,31.4,104,33,5.1,四川什邡县,2008
2008-05-14,10:54:36,31.3,103.4,33,5.6,四川汶川县,2008
2008-05-14,02:27:53,22.6,121,33,5.1,台湾台东,2008
2008-05-13,23:10:31,32.6,105.5,33,4.1,四川青川县,2008
2008-05-13,21:31:32,32.4,105.1,33,4.5,四川青川县,2008
2008-05-13,21:13:02,32.5,105.5,33,4.4,四川青川县,2008
2008-05-13,20:51:36,32.3,105,33,4.6,四川青川县,2008
2008-05-13,16:11:01,32.5,105.2,33,4.1,四川青川县,2008
2008-05-13,15:53:03,32.3,105,33,4.8,四川青川县,2008
2008-05-13,15:51:32,32.5,105.3,33,4.4,四川青川县,2008
2008-05-13,15:19:16,32.3,105,33,4.8,四川青川县,2008
2008-05-13,15:07:11,30.9,103.4,33,6.1,四川汶川县,2008
2008-05-13,13:36:34,32.4,105.2,33,4.4,四川青川县,2008
2008-05-13,13:25:50,32.6,105.2,33,4.2,四川青川县,2008
2008-05-13,08:54:04,32.5,105.2,33,4.3,四川青川县,2008
2008-05-13,07:54:46,31.3,103.5,33,5.1,四川汶川县,2008
2008-05-13,07:46:22,31.2,103.4,33,5.3,四川汶川县,2008
2008-05-13,04:51:29,32.4,105.2,33,4.7,四川青川县,2008
2008-05-13,04:45:31,31.7,104.5,33,5.2,四川安县,2008
2008-05-13,04:08:50,31.4,104,33,5.7,四川什邡县,2008
2008-05-13,02:55:24,31.9,105.1,33,4.4,四川江油市,2008
2008-05-13,02:46:14,32.5,105,33,4.4,四川青川县,2008
2008-05-13,01:54:30,31.3,103.4,19,5,四川汶川县,2008
2008-05-13,00:34:15,32.5,105.1,33,4.2,四川青川县,2008
2008-05-12,23:28:56,31,103.5,33,5,四川都江堰市,2008
2008-05-12,23:05:29,31.3,103.6,17,5,四川都江堰市,2008
2008-05-12,22:46:09,32.7,105.5,33,5.1,四川青川县,2008
2008-05-12,21:40:54,31,103.5,33,5.1,四川汶川县,2008
2008-05-12,20:23:28,32.7,105.3,33,4.5,甘肃文县,2008
2008-05-12,20:06:33,32.2,105.5,15,4.1,四川剑阁县,2008
2008-05-12,20:04:39,32.6,105.3,15,4.2,四川青川县,2008
2008-05-12,19:52:22,32.6,105.5,15,4.7,四川青川县,2008
2008-05-12,19:10:58,31.4,103.6,33,6,四川汶川县,2008
2008-05-12,18:23:40,31,103.3,15,5,四川汶川县,2008
2008-05-12,17:42:26,31.5,103.9,33,5.2,四川什邡县,2008
2008-05-12,17:07:03,31.3,103.8,33,5,四川彭县,2008
2008-05-12,16:47:29,32.1,105.5,33,4.8,四川剑阁县,2008
2008-05-12,16:21:47,31.3,104.1,33,5.2,四川绵竹县,2008
2008-05-12,15:34:47,31,103.5,10,5,四川汶川县,2008
2008-05-12,14:43:15,31,103.5,33,6,四川汶川县,2008
2008-05-12,14:28:04,31,103.4,14,8,四川汶川县,2008
2008-05-11,03:42:00,24,122.5,33,5.6,台湾以东海中,2008
2008-05-08,00:45:06,36.1,141.6,33,7.1,日本本州东海岸近海,2008
2008-05-02,09:33:36,52,-177.6,33,7,安德烈亚诺夫群岛,2008
2008-04-24,02:28:45,23,121.7,33,6.1,台湾东部海中,2008
2008-04-20,21:14:48,46,82.7,33,5.1,新疆裕民县,2008
2008-04-12,08:30:12,-55.6,158.4,15,7.1,麦夸里岛地区,2008
2008-04-09,20:46:20,-20.2,168.9,96,7.3,洛亚尔提群岛,2008
2008-03-30,16:32:29,38,102,33,5,甘肃肃南裕固族自治县,2008
2008-03-30,01:30:51,3,95.3,33,6.8,北苏门答腊西海岸远海,2008
2008-03-26,18:39:28,35.7,81.6,33,5,新疆于田县,2008
2008-03-24,23:24:41,32.6,110.1,10,4.2,湖北竹山县,2008
2008-03-21,20:36:55,24.5,97.6,33,5,云南盈江县与缅甸交界地区,2008
2008-03-21,20:02:57,35.3,81.3,33,5,新疆洛浦与西藏日土交界地区,2008
2008-03-21,08:26:16,35.5,81.5,33,5.2,新疆于田县,2008
2008-03-21,08:10:41,35.5,81.5,33,5,新疆于田县,2008
2008-03-21,07:12:03,35.5,81.5,33,5.2,新疆于田县,2008
2008-03-21,06:38:58,35.5,81.5,33,5.1,新疆于田县,2008
2008-03-21,06:33:02,35.6,81.6,33,7.3,新疆于田县,2008
2008-03-11,04:24:14,39.9,118.9,10,3.9,河北卢龙县,2008
2008-03-10,05:45:13,35,114.7,10,4.3,河南封丘、长垣与兰考交界,2008
2008-03-06,21:57:54,26.4,118.7,10,4.2,福建宁德市古田县,2008
2008-03-05,01:31:47,23.2,120.7,10,5.1,台湾台南、高雄县间,2008
2008-03-03,22:11:14,13.3,125.8,33,6.7,菲律宾群岛地区,2008
2008-02-26,05:02:17,-2.2,99.8,33,7,印尼苏门答腊南部地区,2008
2008-02-26,02:06:03,-2.4,99.9,33,6.7,印尼苏门答腊南部地区,2008
2008-02-25,16:36:34,-2.4,100,33,7.6,印尼苏门答腊南部地区,2008
2008-02-24,22:46:20,-2.3,100,33,6.6,印尼苏门答腊以西海中,2008
2008-02-20,16:08:32,2.8,96,33,7.7,印尼苏门答腊,2008
2008-02-18,04:33:02,23.3,121.5,33,5.5,台湾花莲沿岸,2008
2008-02-08,17:38:18,10.7,-41.9,33,7.3,中大西洋海岭,2008
2008-01-23,02:43:35,32.4,85.2,33,5.5,西藏改则,2008
2008-01-23,01:14:53,0.9,97.5,15,6.7,印尼苏门答腊北部,2008
2008-01-16,19:54:46,32.5,85.2,33,6,西藏改则县,2008
2008-01-09,16:26:47,32.5,85.2,33,6.9,西藏改则县,2008
2007-12-22,15:11:09,-2.4,139.1,33,6,印尼查亚普拉地区,2007
2007-12-19,17:30:27,51.3,-179.6,33,7,安德烈亚诺夫群岛,2007
2007-12-16,16:09:18,-22.6,-70.1,33,7,智利北部,2007
2007-12-15,23:29:04,40,114.7,10,3.2,河北蔚县,2007
2007-12-09,15:28:22,-26.1,-177.3,160,7.7,斐济以南地区,2007
2007-12-04,20:31:16,21.9,111.6,10,4,广东阳西,2007
2007-11-30,03:00:21,15,-61.3,150,7.3,向风群岛,2007
2007-11-17,18:08:13,39.6,119.2,10,3.3,河北昌黎,2007
2007-11-15,23:06:01,-22.9,-70.1,33,7.1,智利,2007
2007-11-14,23:40:50,-22.1,-69.7,33,7.9,智利,2007
2007-10-25,05:02:43,-3.9,100.9,33,7,印尼苏门答腊西南海中,2007
2007-10-04,20:40:29,2.6,92.9,33,6.2,北苏门答腊西海岸远海,2007
2007-09-30,13:23:37,-49.3,163.9,33,7.4,奥克兰群岛地区,2007
2007-09-30,10:08:31,10.5,145.7,15,7,马里亚纳群岛以南地区,2007
2007-09-28,21:38:53,22.1,142.8,223,7,北马里亚纳群岛,2007
2007-09-26,23:43:02,-1.8,99.4,33,6.4,印尼苏门答腊南部海中,2007
2007-09-20,16:31:13,-2.1,100.1,33,6.9,印尼苏门答腊南部海中,2007
2007-09-19,15:27:47,-2.7,101,33,6.2,印尼苏门答腊南部海中,2007
2007-09-14,14:01:33,-4.1,101.1,33,6.6,印尼苏门答腊南部海中,2007
2007-09-13,11:35:22,-2.1,99.6,10,7.5,印尼苏门答腊南部海中,2007
2007-09-13,10:30:02,-1.6,99.6,33,6.6,印尼苏门答腊南部海中,2007
2007-09-13,07:49:06,-2.5,100.9,15,8.3,印尼苏门答腊南部海中,2007
2007-09-12,19:10:23,-4.4,101.5,15,8.5,印尼苏门答腊南部海中,2007
2007-09-10,09:49:15,3,-78.2,33,7,哥伦比亚沿岸,2007
2007-09-07,02:51:45,23.4,105.5,10,4.1,云南文山州富宁县,2007
2007-09-07,01:51:25,24.2,122.3,33,6.3,台湾宜兰以东海中,2007
2007-09-02,09:05:16,-11.6,165.7,33,7.1,圣克鲁斯群岛,2007
2007-08-29,11:00:17,21.9,121.4,15,5.5,台湾以东海中,2007
2007-08-29,07:28:22,25.5,117.8,10,4.5,福建省泉州市永春县,2007
2007-08-16,07:40:58,-13.3,-76.5,33,7.8,秘鲁海岸近海,2007
2007-08-09,08:55:47,22.6,121.1,10,5.5,台湾台东近海,2007
2007-08-09,01:04:58,-6.1,107.7,300,7.8,印尼爪哇岛以北近海,2007
2007-08-02,10:37:39,47.2,141.8,33,6.6,俄罗斯萨哈林岛以西近海,2007
2007-08-02,01:08:55,-15.6,167.5,160,7.1,瓦努阿图,2007
2007-07-31,23:07:37,27.4,126.7,20,6,东海海域,2007
2007-07-31,06:42:04,19.2,95.5,33,6.2,缅甸,2007
2007-07-26,07:37:31,7,92.4,33,6.8,尼科巴群岛,2007
2007-07-23,21:40:00,23.7,121.7,33,5.5,台湾花莲以东近海,2007
2007-07-20,18:06:53,42.9,82.4,20,5.7,新疆伊犁地区特克斯县,2007
2007-07-17,11:24:14,25.1,107.1,10,4,广西天峨,2007
2007-07-16,22:17:30,36.7,135.2,350,6.9,日本本州西部海中,2007
2007-07-16,09:13:27,37.5,138.6,33,6.9,日本,2007
2007-06-03,05:34:56,23,101.1,33,6.4,云南普洱哈尼族彝族自治县,2007
2007-05-16,16:56:16,20.6,101,33,6.6,老挝,2007
2007-05-07,19:59:49,31.5,97.8,33,5.6,西藏妥坝县,2007
2007-05-05,16:51:41,34.3,81.9,33,6.1,西藏日土、改则交界地区,2007
2007-04-20,10:23:40,25.7,125.1,33,6,东海,2007
2007-04-20,09:46:03,25.7,125.2,33,6.5,东海,2007
2007-04-20,08:26:45,25.7,125.1,33,6.3,东海,2007
2007-04-02,04:39:55,-8.5,156.7,15,7.8,所罗门群岛,2007
2007-03-25,08:40:01,-20.6,169.4,33,7.1,洛亚尔提群岛地区,2007
2007-03-13,10:23:18,26.7,117.7,10,4.6,福建顺昌（余震）,2007
2007-03-13,10:22:57,26.7,117.7,10,4.7,福建顺昌,2007
2007-02-25,09:49:41,33.3,90.7,25,5.3,青海海西、西藏交界,2007
2007-02-19,05:04:58,22,120.2,15,5.2,南海,2007
2007-02-03,06:32:21,38,91.8,33,5.5,青海海西州,2007
2007-01-25,18:59:16,22.8,122.1,15,5.5,台湾以东海中,2007
2007-01-21,19:27:44,1.2,126.5,33,7.5,马鲁古海峡,2007
2007-01-16,11:10:34,24,122.4,15,5,台湾花莲以东海中,2007
2007-01-13,12:23:26,46.4,154.3,33,7.9,千岛群岛,2007
2006-12-27,10:30:35,22.1,120.4,15,5.3,南海,2006
2006-12-27,01:35:11,21.9,120.4,15,5,南海,2006
2006-12-26,23:41:41,22.2,120.3,15,5,南海,2006
2006-12-26,20:34:11,21.9,120.6,33,6.7,南海,2006
2006-12-26,20:26:18,21.9,120.6,15,7.2,南海,2006
2006-12-24,01:28:23,24.8,122.3,10,5,台湾宜兰东北海中,2006
2006-11-23,19:04:42,44.2,83.5,15,5.1,新疆乌苏、精河间,2006
2006-11-18,19:08:47,20.8,119.9,15,5,南海,2006
2006-11-15,19:14:17,46.6,153.3,33,8,千岛群岛,2006
2006-11-13,16:02:46,20.8,120,15,5.1,南海,2006
2006-11-12,18:15:30,39.7,118.5,15,3.1,河北唐山、滦县间,2006
2006-11-03,14:21:35,43.5,119.8,15,4.2,内蒙古巴林右旗,2006
2006-10-27,18:52:06,31.5,113.1,33,4.2,湖北随州,2006
2006-10-17,09:25:17,-5.9,151,33,7,巴布亚新几内亚,2006
2006-10-12,22:46:29,24.1,122.6,33,5.8,台湾以东海中,2006
2006-10-11,14:43:54,20.8,119.9,15,5.7,南海,2006
2006-10-11,09:26:13,20.7,119.7,15,5.3,南海,2006
2006-10-11,09:24:18,20.7,119.8,15,5.3,南海,2006
2006-10-09,19:43:32,20.7,119.9,15,5.1,南海,2006
2006-10-09,19:08:25,20.7,119.9,15,5.7,南海,2006
2006-10-09,18:01:46,20.7,120,33,6.3,南海,2006
2006-09-12,02:12:20,35.5,78.5,25,5.4,新疆和田,2006
2006-08-25,13:51:43,28,104.2,15,5.1,云南盐津,2006
2006-08-20,11:41:48,-61,-34.6,15,7,斯科舍海,2006
2006-08-01,14:07:03,27.7,120,15,4.1,浙江文成与泰顺间,2006
2006-08-01,11:04:41,28.3,105,15,4.2,四川兴文、长宁县间,2006
2006-07-28,15:40:12,24.1,122.3,15,6,台湾花莲以东海中,2006
2006-07-26,05:18:50,32.5,117.6,8,4.2,安徽定远县,2006
2006-07-22,09:10:22,28,104.2,15,5.1,云南盐津,2006
2006-07-19,17:53:07,33,96.3,15,5.6,青海玉树,2006
2006-07-18,04:41:54,33,96.5,15,5,青海玉树县,2006
2006-07-17,16:19:30,-9.4,107.4,33,7.3,印尼爪哇地区,2006
2006-07-04,11:56:24,38.9,116.3,15,5.1,河北文安,2006
2006-06-21,00:52:57,33.1,105,33,5,甘肃武都、文县间,2006
2006-05-22,19:12:01,60.6,165.8,33,7.3,俄罗斯堪察加半岛,2006
2006-05-16,23:28:24,0.1,97.2,15,7.2,印尼苏门答腊西南海中,2006
2006-05-16,18:39:20,-31.6,-179.2,160,7.5,克马德克群岛以南地区,2006
2006-05-07,09:53:01,21.8,120.7,33,5,南海,2006
2006-05-03,23:26:33,-20,-174.2,15,7.9,汤加,2006
2006-05-03,22:02:25,39.8,118.4,15,3.8,河北唐山,2006
2006-05-03,21:53:39,39.7,118.5,15,3.6,河北唐山,2006
2006-05-03,08:26:30,49,121.5,33,4.2,内蒙古牙克石市,2006
2006-04-30,00:58:08,60.6,167.4,15,7.3,俄罗斯堪察加半岛地区,2006
2006-04-28,17:05:24,24,121.6,10,5.4,台湾花莲,2006
2006-04-21,07:25:03,61,167.2,33,8,堪察加半岛东北地区,2006
2006-04-20,05:05:35,31.5,90.3,15,5.6,西藏班戈,2006
2006-04-16,06:40:53,23,121.2,15,5.9,台湾台东,2006
2006-04-14,17:27:39,35.4,89.7,15,5.6,青海治多与西藏班戈间,2006
2006-04-09,17:23:57,35.8,115.4,10,4.2,河南范县、濮阳间,2006
2006-04-01,18:02:16,22.9,121.1,15,6.5,台湾台东,2006
2006-03-31,20:23:15,44.7,124,15,5,吉林乾安、前郭间,2006
2006-03-30,07:38:49,35.5,95.4,10,5.2,青海格尔木,2006
2006-02-26,10:13:54,35.5,89.8,33,5.5,青海治多与西藏交界处,2006
2006-02-23,06:19:09,-21.1,33.2,33,7.5,莫桑比克,2006
2006-02-09,03:24:48,27.7,120,10,4.1,浙江文成,2006
2006-01-28,00:58:50,-5.4,128.1,350,7.6,班达海,2006
2006-01-12,09:05:29,23.4,101.6,15,5,云南墨江哈尼自治县,2006
2006-01-03,06:13:45,-20,-178.2,540,7.1,斐济,2006
2006-01-02,14:10:48,-60.8,-21.4,33,7.5,南桑威奇群岛东,2006
2005-12-05,20:19:56,-6.1,29.7,33,7,坦桑尼亚,2005
2005-11-26,12:55:39,29.7,115.7,15,4.8,江西九江、瑞昌间,2005
2005-11-26,09:25:25,29.7,115.7,15,4.1,江西九江、瑞昌间,2005
2005-11-26,08:49:38,29.7,115.7,15,5.7,江西九江、瑞昌间,2005
2005-11-15,05:38:55,38.2,144.7,33,7.1,日本本州以东海中,2005
2005-10-27,19:18:59,23.6,107.5,33,4.4,广西平果县,2005
2005-10-08,11:50:36,34.4,73.6,15,7.8,巴基斯坦,2005
2005-09-27,02:50:22,23.2,121.4,15,5.3,台湾台东沿岸,2005
2005-09-26,09:55:34,-5.7,-76.4,96,7.6,秘鲁北部,2005
2005-09-19,11:27:53,49.8,120.9,15,4.7,内蒙古陈巴尔虎旗牙克石市间,2005
2005-09-06,09:16:00,24,122.1,15,6,台湾花莲以东海中,2005
2005-08-31,23:48:21,40,114.8,13,3.6,河北蔚县,2005
2005-08-26,05:08:13,37.1,79.3,33,5.2,新疆墨玉,2005
2005-08-25,06:32:44,39.8,79.8,33,5.1,新疆阿瓦提与巴楚间,2005
2005-08-16,10:46:27,38.2,142.2,33,7.1,日本本州东海岸近海,2005
2005-08-13,12:58:44,23.5,104.1,15,5.3,云南文山,2005
2005-08-05,22:14:43,26.6,103.1,20,5.3,云南会泽与四川会东交界,2005
2005-07-25,23:43:33,46.9,125,15,5.1,黑龙江林甸县,2005
2005-07-24,23:42:03,8,92.2,10,7.5,尼科巴群岛,2005
2005-07-20,21:06:02,24.8,122.3,10,5.3,台湾宜兰以东海中,2005
2005-07-05,09:52:04,2.1,97.2,33,7.3,印尼苏门答腊北,2005
2005-06-15,10:51:00,41.4,-125.8,15,7.1,美国加利福尼亚北部远海,2005
2005-06-14,06:44:32,-19.9,-69.2,96,8.1,智利北部,2005
2005-06-08,00:45:04,24.1,121.8,10,5.5,台湾以东海中,2005
2005-06-02,04:06:41,29.1,94.8,33,5.9,西藏墨脱,2005
2005-06-02,00:02:03,24.7,122,50,5.4,台湾宜兰近海,2005
2005-05-19,09:54:53,2.1,97,33,7.1,印尼苏门答腊北,2005
2005-05-14,13:05:16,0.6,98.5,33,7,印尼苏门答腊地区,2005
2005-05-09,19:02:21,37.6,121.8,18,4,烟台与威海北部海域,2005
2005-04-30,22:48:15,24.1,121.7,15,5.4,台湾花莲,2005
2005-04-08,05:41:37,30.3,83.6,33,5.2,西藏仲巴,2005
2005-04-08,04:04:43,30.5,83.7,33,6.5,西藏仲巴,2005
2005-04-06,16:44:57,41.3,79,33,5.1,新疆乌什县,2005
2005-03-31,00:19:39,3.1,95.4,33,7,北苏门答腊西海岸远海,2005
2005-03-29,00:09:34,2.2,97,33,8.5,苏门答腊北部,2005
2005-03-20,09:53:42,33.8,130.1,15,7,日本,2005
2005-03-06,09:46:46,40.2,118.8,10,3,河北青龙,2005
2005-03-06,03:06:52,24.7,121.9,15,6.3,台湾宜兰沿岸,2005
2005-02-27,21:27:28,41.3,107.6,15,4.4,内蒙古乌拉特中旗,2005
2005-02-19,04:18:20,23.4,121.7,33,5.6,台湾台东以东海中,2005
2005-02-15,19:16:16,41.7,79.4,15,5.1,新疆乌什,2005
2005-02-15,07:38:09,41.6,79.3,33,6.2,新疆乌什,2005
2005-02-01,09:59:46,24.3,121.8,15,5,台湾省宜兰、花莲间沿岸,2005
2005-01-26,00:30:40,22.7,100.8,15,5,云南思茅,2005
2005-01-24,20:22:39,51.8,123.1,15,4.2,黑龙江大兴安岭呼中区,2005
2005-01-19,14:11:26,33.8,142.1,15,7,日本本州以东海中,2005
2005-01-14,00:11:45,39.6,117.5,20,3.2,天津宝坻,2005
2005-01-01,14:25:47,5.2,92.3,33,7,苏门答腊以西海中,2005
2004-12-26,15:30:12,24.7,101.5,15,5,云南楚雄、双柏间,2004
2004-12-26,12:21:27,6.8,92.8,33,7.5,尼科巴群岛,2004
2004-12-26,08:58:55,3.9,95.9,33,8.7,印度尼西亚苏门答腊岛西北近海,2004
2004-12-23,22:59:08,-50.1,160.3,10,7.8,麦阔里岛以北地区,2004
2004-12-15,07:20:19,19.1,-81.1,10,7.1,加勒比海,2004
2004-11-29,02:32:11,42.9,145.2,45,7.1,日本北海道,2004
2004-11-26,10:25:06,-3.4,135.6,33,7.1,印度尼西亚,2004
2004-11-23,04:26:25,-46.6,164.8,15,7.3,新西兰南岛西海岸远海,2004
2004-11-21,07:09:28,30.3,108.2,20,4.1,重庆市石柱土家族自治县,2004
2004-11-15,17:06:58,4.6,-77.5,33,7.4,哥伦比亚西海岸近海,2004
2004-11-12,05:26:45,-8.1,124.8,33,7.4,印度尼西亚帝汶岛,2004
2004-11-11,10:16:41,24.3,122.2,15,5.7,台湾以东海中,2004
2004-11-09,03:38:09,24,122.6,15,5,台湾以东海中,2004
2004-11-08,23:54:58,24,122.6,15,6.5,台湾以东海中,2004
2004-10-26,10:11:35,30.9,80.9,33,5.7,西藏札达、普兰间,2004
2004-10-23,16:56:06,37.3,139,33,7,日本,2004
2004-10-19,06:11:41,25.1,99,10,5,云南保山,2004
2004-10-15,12:08:47,24.4,123,96,6.2,台湾以东海中,2004
2004-10-10,05:26:56,11.5,-86.6,33,7.4,尼加拉瓜,2004
2004-10-08,16:27:52,-10.7,162.1,33,7,所罗门群岛,2004
2004-09-17,02:31:19,21.7,111.9,10,4.9,广东阳江,2004
2004-09-07,20:15:50,34.7,103.9,33,5,甘肃岷县,2004
2004-09-06,20:43:02,-55.6,-29.2,20,7,南乔治亚岛地区,2004
2004-09-05,22:57:20,33.1,136.8,15,7.4,日本本州南部近海,2004
2004-09-05,18:07:06,33.1,137,15,7.2,日本本州南部近海,2004
2004-08-24,18:05:36,32.6,92.2,25,5.8,西藏安多,2004
2004-08-10,18:26:14,27.2,103.6,15,5.6,云南鲁甸、昭通间,2004
2004-08-06,12:22:03,38.1,106.4,10,4,宁夏灵武,2004
2004-07-25,22:35:19,-2.3,104.1,600,7.3,印尼苏门答腊,2004
2004-07-15,12:27:11,-17.3,-179,540,7,汤加群岛,2004
2004-07-12,07:08:44,30.5,83.4,33,6.7,西藏仲巴县与隆格尔县间,2004
2004-07-06,15:31:56,24.9,122.3,10,5.4,台湾宜兰东北海中,2004
2004-07-03,22:10:48,34.3,89.4,33,5.2,西藏班戈,2004
2004-06-29,16:11:34,35.8,92.9,15,5.3,青海治多,2004
2004-06-28,17:49:47,55,-134.4,15,7,美国阿拉斯加州东南部,2004
2004-05-26,05:47:41,30.3,122.5,15,4.3,浙江舟山,2004
2004-05-23,15:38:10,34.3,89.3,33,5.3,西藏班戈、青海海西间,2004
2004-05-19,15:04:11,22.8,121.3,15,6.7,台湾以东沿海,2004
2004-05-16,14:04:06,23.1,122,15,5.4,台湾以东海中,2004
2004-05-11,07:27:28,37.4,96.7,20,5.9,青海德令哈,2004
2004-05-08,16:02:55,22.3,121.4,25,5.6,台湾以东海中,2004
2004-05-04,19:36:04,37.5,96.7,20,5.1,青海德令哈,2004
2004-05-04,13:04:59,37.5,96.7,20,5.5,青海德令哈,2004
2004-05-01,15:56:06,24.1,121.6,15,5.2,台湾花莲,2004
2004-04-22,18:02:19,34.2,89.3,25,5,西藏班戈、青海海西间,2004
2004-04-06,05:24:02,36.4,71,160,6.2,兴都库什山脉,2004
2004-04-03,05:45:04,29.8,128.1,10,5,东海,2004
2004-03-29,06:27:29,34.2,89.3,33,5,西藏班戈县、青海间,2004
2004-03-29,06:05:45,34.3,89.4,33,5,西藏班戈县、青海间,2004
2004-03-28,02:47:31,34,89.4,33,6.3,西藏班戈、青海间,2004
2004-03-28,02:45:30,34.2,89.4,33,5.8,西藏班戈、青海间,2004
2004-03-24,09:53:45,45.4,118.2,10,5.9,内蒙古东乌珠穆沁旗,2004
2004-03-17,05:23:20,37.6,96.7,33,5.2,青海德令哈,2004
2004-03-13,19:08:38,39.7,118.3,10,3.5,唐山,2004
2004-03-07,21:29:47,31.7,91.4,15,5.6,西藏安多、那曲间,2004
2004-02-26,12:33:08,24.1,122.7,10,5.1,台湾花莲以东海中,2004
2004-02-25,04:21:51,37.6,96.7,33,5,青海德令哈,2004
2004-02-07,10:42:34,-3.3,135.3,15,7.5,印尼伊里安岛,2004
2004-02-04,11:24:01,23.5,122,33,5.1,台湾花莲东南海中,2004
2004-01-29,03:13:24,23,121,10,5,台湾台东,2004
2004-01-20,16:34:08,39.7,118.8,10,4.2,河北滦县,2004
2003-12-26,09:56:57,29.3,58.4,33,7,伊朗南部,2003
2003-12-24,07:54:55,26.5,125.8,10,5.1,东海,2003
2003-12-24,07:15:28,26.6,125.7,10,5.4,东海,2003
2003-12-24,07:01:12,26.5,125.8,10,5.1,东海,2003
2003-12-18,00:27:22,22.7,121.3,15,5,台湾台东近海,2003
2003-12-11,22:48:44,39.1,117.6,10,3.9,天津塘沽,2003
2003-12-11,08:01:49,22.9,121.3,15,5.3,台湾台东,2003
2003-12-10,16:46:44,23,121.4,15,5,台湾省台东东北近海,2003
2003-12-10,12:38:11,23.1,121.4,10,7,台湾省台东东北近海,2003
2003-12-06,05:26:13,55.7,165.4,15,7.1,科曼多尔群岛,2003
2003-12-01,09:38:28,43.1,80.1,15,6.1,中、哈交界,2003
2003-11-26,21:38:59,27.3,103.6,33,5,云南鲁甸,2003
2003-11-25,13:40:31,36.2,111.6,15,4.9,山西洪洞,2003
2003-11-17,14:43:09,51.3,178.5,33,7.6,拉特群岛,2003
2003-11-15,02:49:43,27.2,103.6,15,5.1,云南鲁甸,2003
2003-11-13,10:35:09,34.7,103.9,10,5.2,甘肃岷县、临潭间,2003
2003-10-31,09:06:28,37.8,142.8,33,7.1,日本本州东海岸近海,2003
2003-10-25,20:48:02,38.4,101.1,15,5.8,甘肃省民乐、山丹间,2003
2003-10-25,20:41:36,38.4,101.2,33,6.1,甘肃省民乐、山丹间,2003
2003-10-17,09:38:26,43.8,119.7,10,4.1,内蒙阿鲁科尔沁旗,2003
2003-10-16,20:28:04,26,101.3,10,6.1,云南大姚,2003
2003-10-01,09:03:27,50.1,87.8,33,7.3,俄、蒙、中交界,2003
2003-09-28,06:12:02,29,128,10,5.9,中国东海,2003
2003-09-28,02:52:47,50,87.9,10,6.9,俄、蒙、中交界,2003
2003-09-27,19:33:28,49.9,87.9,15,7.9,俄、蒙、中交界,2003
2003-09-26,05:07:55,41.8,144,33,7.1,日本北海道地区,2003
2003-09-26,03:50:04,42.2,144.1,33,8,日本北海道地区,2003
2003-09-22,02:16:12,19.8,95.2,33,7.2,缅甸,2003
2003-09-02,07:16:33,38.5,75.1,15,5.9,新疆阿克陶,2003
2003-09-01,07:08:02,43.7,132.3,480,6,俄罗斯,2003
2003-08-21,20:12:53,-45.2,166.5,10,7,新西兰南岛近海,2003
2003-08-21,10:17:51,27.4,101.3,10,5,四川盐源县,2003
2003-08-18,17:03:03,29.6,95.6,33,5.7,西藏墨脱、波密间,2003
2003-08-16,18:58:43,43.9,119.7,15,5.9,内蒙古巴林、阿鲁旗间,2003
2003-08-06,20:23:04,23.9,121.5,0,5,台湾花莲,2003
